"Banque","Type","Longitude","Latitude"
"credit_agricole","cooperative",-0.556616,47.465305
"credit_agricole","cooperative",-0.532862,47.4583
"credit_agricole","cooperative",-0.640856,48.084356
"credit_agricole","cooperative",0.186026,47.929738
"credit_agricole","cooperative",-0.36135,48.249894
"credit_agricole","cooperative",-0.631006,47.474724
"credit_agricole","cooperative",0.130836,48.225594
"credit_agricole","cooperative",-0.990669,47.201752
"credit_agricole","cooperative",-0.793473,47.503853
"credit_agricole","cooperative",0.749345,47.832754
"credit_agricole","cooperative",-0.702248,48.072931
"credit_agricole","cooperative",0.426344,48.179689
"credit_agricole","cooperative",0.554993,47.972855
"credit_agricole","cooperative",-0.234025,47.970659
"credit_agricole","cooperative",-1.033796,47.559617
"credit_agricole","cooperative",0.076803,47.828753
"credit_agricole","cooperative",-0.763153,47.351491
"credit_agricole","cooperative",-0.790204,48.098897
"credit_agricole","cooperative",0.282806,47.987052
"credit_agricole","cooperative",-0.865312,47.070487
"credit_agricole","cooperative",-0.86918,47.049624
"credit_agricole","cooperative",-0.86918,47.049624
"credit_agricole","cooperative",-0.879629,47.061941
"credit_agricole","cooperative",-0.869996,47.064991
"credit_agricole","cooperative",-0.850098,47.051865
"credit_agricole","cooperative",-0.885132,47.06745
"credit_agricole","cooperative",-0.877334,47.056503
"credit_agricole","cooperative",-0.015768,48.121277
"credit_agricole","cooperative",0.492532,48.059418
"credit_agricole","cooperative",-0.911861,47.946483
"credit_agricole","cooperative",0.202724,48.024076
"credit_agricole","cooperative",-0.948318,47.846584
"credit_agricole","cooperative",-0.239767,47.672122
"credit_agricole","cooperative",0.273871,47.828683
"credit_agricole","cooperative",-0.936599,48.297758
"credit_agricole","cooperative",-0.401355,48.156755
"credit_agricole","cooperative",-0.975645,48.475174
"credit_agricole","cooperative",0.02212,48.281194
"credit_agricole","cooperative",-0.231423,47.340883
"credit_agricole","cooperative",-0.521245,47.873756
"credit_agricole","cooperative",-0.806678,48.411001
"credit_agricole","cooperative",-0.335078,48.418322
"credit_agricole","cooperative",-0.768892,48.02297
"credit_agricole","cooperative",0.575825,47.728552
"credit_agricole","cooperative",0.6545,48.186286
"credit_agricole","cooperative",-0.07482,47.699362
"credit_agricole","cooperative",0.027902,47.889785
"credit_agricole","cooperative",-0.49578,48.437684
"credit_agricole","cooperative",-0.77696,48.060074
"credit_agricole","cooperative",-0.763295,48.073455
"credit_agricole","cooperative",-0.772725,48.070498
"credit_agricole","cooperative",-0.795008,48.053253
"credit_agricole","cooperative",-0.768467,48.060938
"credit_agricole","cooperative",-0.76208,48.074813
"credit_agricole","cooperative",-0.762654,48.059621
"credit_agricole","cooperative",-0.774153,48.067979
"credit_agricole","cooperative",-0.78668,48.073483
"credit_agricole","cooperative",-0.764575,48.071927
"credit_agricole","cooperative",-0.970033,48.163546
"credit_agricole","cooperative",0.468614,47.865115
"credit_agricole","cooperative",-0.712126,47.627793
"credit_agricole","cooperative",0.156515,47.645853
"credit_agricole","cooperative",0.206926,48.010118
"credit_agricole","cooperative",0.153246,48.01552
"credit_agricole","cooperative",0.197398,48.004526
"credit_agricole","cooperative",0.152218,48.015048
"credit_agricole","cooperative",0.197398,48.004526
"credit_agricole","cooperative",0.152218,48.015048
"credit_agricole","cooperative",0.214398,47.997977
"credit_agricole","cooperative",0.187265,48.014187
"credit_agricole","cooperative",0.203662,47.968822
"credit_agricole","cooperative",0.212105,48.015306
"credit_agricole","cooperative",0.222454,47.990627
"credit_agricole","cooperative",0.190732,47.994948
"credit_agricole","cooperative",0.182748,48.000032
"credit_agricole","cooperative",0.213249,47.982348
"credit_agricole","cooperative",0.197398,48.004526
"credit_agricole","cooperative",0.153246,48.01552
"credit_agricole","cooperative",-0.892704,47.136432
"credit_agricole","cooperative",-0.524828,47.424269
"credit_agricole","cooperative",-0.150155,47.994349
"credit_agricole","cooperative",-0.719145,48.122407
"credit_agricole","cooperative",-0.940341,47.062611
"credit_agricole","cooperative",0.227262,47.878008
"credit_agricole","cooperative",0.367514,48.349658
"credit_agricole","cooperative",0.134203,47.748015
"credit_agricole","cooperative",0.314556,48.251755
"credit_agricole","cooperative",-0.746267,47.007655
"credit_agricole","cooperative",-0.62038,48.30402
"credit_agricole","cooperative",-0.612849,48.302005
"credit_agricole","cooperative",0.274953,47.758356
"credit_agricole","cooperative",-0.552988,47.950867
"credit_agricole","cooperative",0.407037,48.049016
"credit_agricole","cooperative",-0.156694,47.131529
"credit_agricole","cooperative",-0.618764,47.523717
"credit_agricole","cooperative",-0.555173,48.134674
"credit_agricole","cooperative",0.239969,47.910835
"credit_agricole","cooperative",-0.529457,47.397714
"credit_agricole","cooperative",-0.859935,47.355776
"credit_agricole","cooperative",-0.098033,47.8712
"credit_agricole","cooperative",-1.173803,47.73988
"credit_agricole","cooperative",-1.263162,47.336786
"credit_agricole","cooperative",0.363416,47.938147
"credit_agricole","cooperative",-0.973193,48.112013
"credit_agricole","cooperative",-1.05775,47.79459
"credit_agricole","cooperative",0.263617,47.943491
"credit_agricole","cooperative",-0.333066,47.84007
"credit_agricole","cooperative",-0.090703,47.249272
"credit_agricole","cooperative",-0.080421,47.259977
"credit_agricole","cooperative",-0.073793,47.263689
"credit_agricole","cooperative",0.300085,48.077239
"credit_agricole","cooperative",-0.355947,47.57269
"credit_agricole","cooperative",-0.129605,48.183504
"credit_agricole","cooperative",-0.465478,47.617486
