"Banque","Type","Adresse","Longitude","Latitude"
"Société Générale","Lucrative","12 PROM DU JEUNE ANACHARSIS13400 AUBAGNE",5.567297,43.29444
"Société Générale","Lucrative","1085 AV DES PALUDS13400 AUBAGNE",5.593792,43.291147
"Société Générale","Lucrative","12 AV DE LA LIBERATION13130 BERRE-L'ETANG",5.167885,43.476937
"Société Générale","Lucrative","1596 AV DE LA CROIX D'OR13320 BOUC BEL AIR",5.400097,43.452169
"Société Générale","Lucrative","AV DE CASSIS13470 CARNOUX EN PROVENCE",5.553977,43.250079
"Société Générale","Lucrative","12 AV DRAIO DE LA MAR13620 CARRY LE ROUET",5.147628,43.328463
"Société Générale","Lucrative","AV DU GAL DE GAULLE13160 CHATEAURENARD",4.851407,43.883956
"Société Générale","Lucrative","1 AV CAMILLE PELLETAN13270 FOS-SUR-MER",4.944642,43.43596
"Société Générale","Lucrative","IMP DES TEMPLIERS13180 GIGNAC-LA-NERTHE",5.223888,43.387344
"Société Générale","Lucrative","CHE DU BORD DE CRAU13800 ISTRES",4.964236,43.522607
"Société Générale","Lucrative","RPT DE LATTRE DE TASSIGNY13600 LA CIOTAT",5.389887,49.161287
"Société Générale","Lucrative","QUA SOUQUE NEGRE13112 LA DESTROUSSE",5.59814,43.389629
"Société Générale","Lucrative","39 TRA HERMES13580 LA FARE LES OLIVIERS",5.201485,43.546119
"Société Générale","Lucrative","3 RTE D'AIX-EN-PROVENCE13410 LAMBESC",5.271921,43.643663
"Société Générale","Lucrative","13 CRS MIRABEAU13700 MARIGNANE",5.213977,43.421993
"Société Générale","Lucrative","62 LA CANEBIERE13001 MARSEILLE",5.380272,43.297159
"Société Générale","Lucrative","159 BD BAILLE13005 MARSEILLE",5.397636,43.289793
"Société Générale","Lucrative","141 AV DE HAMBOURG13008 MARSEILLE",5.393055,43.247423
"Société Générale","Lucrative","15 LA CANEBIERE13001 MARSEILLE",5.376433,43.296112
"Société Générale","Lucrative","467 AV DU PRADO13008 MARSEILLE",5.382311,43.266447
"Société Générale","Lucrative","10 PL CASTELLANE13006 MARSEILLE",5.383138,43.286077
"Société Générale","Lucrative","129 BD F. DUPARC13004 MARSEILLE",5.403926,43.297884
"Société Générale","Lucrative","60 AV DE LA CORSE13007 MARSEILLE",5.360868,43.289039
"Société Générale","Lucrative","67 BD PERIER13008 MARSEILLE",5.380796,43.278758
"Société Générale","Lucrative","467 AV DU PRADO13008 MARSEILLE",5.382311,43.266447
"Société Générale","Lucrative","15-17 LA CANEBIERE13001 MARSEILLE",-0.980841,45.943401
"Société Générale","Lucrative","7 BD DE DUNKERQUE13002 MARSEILLE",5.368151,43.307861
"Société Générale","Lucrative","AV DES PEINTRES ROUX13011 MARSEILLE",5.477655,43.299558
"Société Générale","Lucrative","109 RUE EMILE ZOLA13009 MARSEILLE",5.40383,43.246101
"Société Générale","Lucrative","2 CRS PIERRE PUGET13006 MARSEILLE",5.407316,43.303462
"Société Générale","Lucrative","305 AV DU PRADO13008 MARSEILLE",5.390681,43.271805
"Société Générale","Lucrative","101 RUE MONTAIGNE13012 MARSEILLE",5.41775,43.303902
"Société Générale","Lucrative","147 AV 24 AVRIL 191513012 MARSEILLE",5.436895,43.308503
"Société Générale","Lucrative","85 BD DE SAINT-LOUP13010 MARSEILLE",5.432252,43.283054
"Société Générale","Lucrative","111 CHE DE CH GOMBERT13013 MARSEILLE",5.419817,43.34089
"Société Générale","Lucrative","325 AV DE MAZARGUES13008 MARSEILLE",5.394077,43.260429
"Société Générale","Lucrative","9 PL SEBASTOPOL13004 MARSEILLE",5.397787,43.299511
"Société Générale","Lucrative","36 BD STE MARGUERITE13009 MARSEILLE",5.403485,43.268717
"Société Générale","Lucrative","56 QU GENERAL LECLERC13500 MARTIGUES",5.057532,43.402242
"Société Générale","Lucrative","32 AV CH. DE GAULLE13140 MIRAMAS",5.00137,43.58246
"Société Générale","Lucrative","RTE DEPARTEMENTAL 57213330 PELISSANNE",5.137614,43.633638
"Société Générale","Lucrative","RTE DE TRETS RD613790 PEYNIER",5.646672,43.446076
"Société Générale","Lucrative","CTRE CIAL BARNEOUD13170 LES PENNES-MIRABEAU",5.313361,43.390827
"Société Générale","Lucrative","LE MAIL CHARLES DE GAULL13380 PLAN DE CUQUES",5.455496,43.343087
"Société Générale","Lucrative","32 AV DU PORT13230 PORT ST LOUIS R.",4.802522,43.389003
"Société Générale","Lucrative","14 BD VICTOR HUGO13210 ST REMY DE PROVENCE",4.83145,43.787462
"Société Générale","Lucrative","14 BD DE LA REPUBLIQUE13300 SALON PROVENCE",5.094868,43.640579
